Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09838944673538208,0.09881720319863976,0.09838944673538208,0.09838944673538208,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09368415545228634,0.09368415545228634,0.0932563990354538,0.0932563990354538,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08683936860447428,0.08683936860447428,0.08641161769628525,0.08641161769628525,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.0885503739118576,0.0889781304844495,0.0885503739118576,0.0885503739118576,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09111768752336502,0.09154543847956864,0.09111768752336502,0.09111768752336502,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09667845815420151,0.09710621473182823,0.09667845815420151,0.09667845815420151,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.1013837531208992,0.10181227501943076,0.1013837531208992,0.1013837531208992,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10566205531358719,0.10608981189446903,0.10566205531358719,0.10566205531358719,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11122290790081024,0.111650664679007,0.11122290790081024,0.11122290790081024,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12148971855640411,0.12191747516269635,0.12148971855640411,0.12148971855640411,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.1232006847858429,0.12362844122279473,0.1232006847858429,0.1232006847858429,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12063423544908701,0.12063423544908701,0.12020649015903473,0.12020649015903473,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11721222503917013,0.11721222503917013,0.11678446829319,0.11678446829319,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11806771904230118,0.11892323247581674,0.11806771904230118,0.11806771904230118,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11592893298424697,0.11592893298424697,0.11550118774175644,0.11550118774175644,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11079513680552878,0.11079513680552878,0.11036738008260727,0.11036738008260727,45158400,0.0,0.0
